t,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50
0.0224722 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,-0.000392157,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078
0.0236377 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,-0.000392157,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0247294 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,-0.000392157,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0258344 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0270291 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0281553 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0292751 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0596078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0304153 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0315302 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.032645 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0338024 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0348528 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0396078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0359701 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0196078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0370862 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0596078,-0.000392157,-0.000392157,0.0196078,0.0196078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0382291 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0196078,0.0196078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0393172 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0196078,0.0196078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,0.0196078
0.0404308 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0196078,0.0196078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078
0.0415456 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0396078,0.0196078,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078
0.0426885 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0596078,-0.000392157,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,0.0196078,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078
0.043791 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0596078,-0.000392157,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,-0.000392157,0.0596078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078
0.0448515 ,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,0.0196078,-0.000392157,0.0396078,-0.000392157,0.0596078,-0.000392157,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0396078,0.0196078,-0.000392157,0.0396078,0.0196078,0.0196078,-0.000392157,-0.000392157,0.0596078,0.0196078,0.0396078,0.0196078,-0.000392157,-0.000392157,0.0196078,0.0396078,-0.000392157,-0.000392157,0.0396078,0.0596078,-0.000392157,-0.000392157,0.0396078,0.0196078,0.0396078,0.0196078,-0.000392157,0.0196078
